SAMPLE;SPECIES_NAME_PRINT;AUTHOR;FAMILY;SUBFAMILY;SUPERTRIBE;TRIBE;GENUS;SPECIES;DATASET;powo_id;gbif_usageKey;iNaturalist_id;WCVP_continent;WCVP_geographic_area;WCVP_WGSRPD_LEVEL_1_native;WCVP_WGSRPD_LEVEL_1_introduced;WCVP_WGSRPD_LEVEL_1_extinct;WCVP_WGSRPD_LEVEL_2_native;WCVP_WGSRPD_LEVEL_2_introduced;WCVP_WGSRPD_LEVEL_2_extinct;WCVP_WGSRPD_LEVEL_3_native;WCVP_WGSRPD_LEVEL_3_introduced;WCVP_WGSRPD_LEVEL_3_extinct;WCVP_lifeform_description;WCVP_climate_description;GROWTH_FORM;SOCIETAL_USE;COMMON_NAME;DUTCH_NAME;IUCN_redlistCategory;NCBI_SRA_id
S0552;Noccaea rotundifolia;Moench;Brassicaceae;Brassicoideae;Brassicodae (II);Coluteocarpeae;Noccaea;rotundifolia;BrassiWood/Kasper Hendriks;287784-1;3045243;362346;EUROPE;E. France to Slovenia;1;NA;NA;11, 12, 13;NA;NA;AUT, FRA, GER, ITA, SWI, YUG;NA;NA;subshrub;temperate;H;NA;NA;NA;NA;SRR22519464
S0951;Solms-laubachia pulcherrima;Muschl.;Brassicaceae;Brassicoideae;Hesperodae (III);Euclidieae;Solms-laubachia;pulcherrima;BrassiWood/Kasper Hendriks;289916-1;3112;808183;ASIA-TEMPERATE;Tibet to China (Sichuan, Yunnan);3;NA;NA;36;NA;NA;CHC, CHT;NA;NA;perennial;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519541
S1039;Englerocharis peruviana;Muschl.;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Englerocharis;peruviana;BrassiWood/Kasper Hendriks;91031-2;3051433;792505;SOUTHERN AMERICA;Peru to Bolivia (La Paz);8;NA;NA;83;NA;NA;BOL, PER;NA;NA;subshrub;montane tropical;H;NA;NA;NA;Least Concern;SRR22519526
S0384;Peltariopsis planisiliqua;N. Busch;Brassicaceae;Brassicoideae;Brassicodae (II);Thlaspideae;Peltariopsis;planisiliqua;BrassiWood/Kasper Hendriks;288057-1;3051703;902705;ASIA-TEMPERATE;SE. Türkiye to NW. Iran;3;NA;NA;33, 34;NA;NA;IRN, TCS, TUR;NA;NA;annual or perennial;temperate;H;NA;NA;NA;NA;SRR22519373
S0745;Pseudocamelina glaucophylla;N. Busch;Brassicaceae;Brassicoideae;Brassicodae (II);Thlaspideae;Pseudocamelina;glaucophylla;BrassiWood/Kasper Hendriks;288210-1;3044380;902716;ASIA-TEMPERATE;Iran;3;NA;NA;34;NA;NA;IRN;NA;NA;biennial or perennial;temperate;H;NA;NA;NA;NA;SRR22519347
S1234;Iskandera hissarica;N. Busch;Brassicaceae;Brassicoideae;Hesperodae (III);Anchonieae;Iskandera;hissarica;BrassiWood/Kasper Hendriks;285889-1;3044435;1389489;ASIA-TEMPERATE;C. Asia;3;NA;NA;32;NA;NA;TZK, UZB;NA;NA;NA;temperate;W;NA;NA;NA;NA;SRR22519626
S1422;Pachyphragma macrophyllum;N. Busch;Brassicaceae;Brassicoideae;Brassicodae (II);Thlaspideae;Pachyphragma;macrophyllum;BrassiWood/Kasper Hendriks;287903-1;5373292;371906;EUROPE;E. Türkiye to Caucasus;3;1;NA;33, 34;10;NA;NCS, TCS, TUR;GRB;NA;perennial or rhizomatous geophyte;temperate;H;NA;NA;NA;NA;SRR22519478
S0400;Nevada holmgrenii;N.H. Holmgren;Brassicaceae;Brassicoideae;Camelinodae (I);Boechereae;Nevada;holmgrenii;BrassiWood/Kasper Hendriks;60434934-2;3042124;359692;NORTHERN AMERICA;C. Nevada;7;NA;NA;76;NA;NA;NEV;NA;NA;subshrub;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519368
S0770;Botschantzevia karatavica;Nabiev;Brassicaceae;Brassicoideae;Arabodae (IV);Arabideae;Botschantzevia;karatavica;BrassiWood/Kasper Hendriks;279183-1;3050742;897499;ASIA-TEMPERATE;C. Asia;3;NA;NA;32;NA;NA;KAZ, TKM;NA;NA;NA;temperate;W;NA;NA;NA;NA;SRR22519325
S0268;Phoenicaulis cheiranthoides;Nutt.;Brassicaceae;Brassicoideae;Camelinodae (I);Boechereae;Phoenicaulis;cheiranthoides;BrassiWood/Kasper Hendriks;288099-1;3049300;78553;NORTHERN AMERICA;W. U.S.A.;7;NA;NA;73, 76;NA;NA;CAL, IDA, NEV, ORE, UTA, WAS;NA;NA;subshrub;temperate;H;NA;NA;NA;NA;SRR22519358
S0893;Selenia aurea;Nutt.;Brassicaceae;Brassicoideae;Camelinodae (I);Cardamineae;Selenia;aurea;BrassiWood/Kasper Hendriks;288887-1;5375699;230772;NORTHERN AMERICA;Kansas to Arkansas;7;NA;NA;74, 78;NA;NA;ARK, KAN, MSO, OKL;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR22519658
S1053;Streptanthus maculatus;Nutt.;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Streptanthus;maculatus;BrassiWood/Kasper Hendriks;298980-2;3041546;169405;NORTHERN AMERICA;Oklahoma to Arkansas and Texas;7;NA;NA;74, 77, 78;NA;NA;ARK, OKL, TEX;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR22519417
S1258;Warea amplexifolia;Nutt.;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Warea;amplexifolia;BrassiWood/Kasper Hendriks;291085-1;5375488;170288;NORTHERN AMERICA;Florida;7;NA;NA;78;NA;NA;FLA;NA;NA;annual;subtropical;H;NA;NA;NA;NA;SRR22519393
S0196;Arcyosperma primulifolium;O.E. Schulz;Brassicaceae;Brassicoideae;Arabodae (IV);Arabideae;Arcyosperma;primulifolium;BrassiWood/Kasper Hendriks;278733-1;3041063;462176;ASIA-TROPICAL;N. Pakistan to Bhutan;4;NA;NA;40;NA;NA;EHM, NEP, PAK, WHM;NA;NA;perennial;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519369
S0283;Aphragmus obscurus;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Aphragmeae;Aphragmus;obscurus;BrassiWood/Kasper Hendriks;277922-1;5375162;902854;ASIA-TROPICAL;NE. Pakistan to W. Himalaya;4;NA;NA;40;NA;NA;PAK, WHM;NA;NA;perennial;temperate;H;NA;NA;NA;NA;SRR22519340
S0316;Dielsiocharis kotschyi;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Alyssopsideae;Dielsiocharis;kotschyi;BrassiWood/Kasper Hendriks;282123-1;3047275;903156;ASIA-TEMPERATE;S. Turkmenistan to Iran;3;NA;NA;32, 34;NA;NA;IRN, TKM;NA;NA;subshrub;temperate;H;NA;NA;NA;NA;SRR22519599
S0317;Erucastrum gallicum;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Erucastrum;gallicum;BrassiWood/Kasper Hendriks;283486-1;5375547;77059;EUROPE;W. & C. Europe;1;1, 3, 7, 8;NA;11, 12, 13;10, 11, 13, 14, 30, 31, 38, 70, 71, 72, 73, 74, 75, 76, 77, 78, 81, 83;NA;ALB, AUT, FRA, GER, ITA, NET, SPA, SWI, YUG;ABT, ALA, BAH, BGM, BLR, BLT, BRC, CAL, CNT, CZE, DEN, ECU, FLA, GRB, GRC, HUN, IDA, ILL, INI, IOW, IRE, JAP, KAN, KOR, KRY, KTY, MAI, MAN, MAS, MIC, MIN, MNT, MRY, MSO, NBR, NDA, NFL, NOR, NSC, NWH, NWT, NWY, OHI, ONT, ORE, PEI, PEN, POL, PRM, QUE, ROM, RUC, RUE, RUS, RUW, SAS, SDA, SWE, TEX, UKR, VER, WAS, WIS, WSB, WVA, WYO;NA;annual or perennial;temperate;H;NA;bracted rocket, common dog mustard, dog mustard, french rocket;schijnraket;NA;SRR22519588
S0428;Pycnoplinthus uniflora;O.E. Schulz;Brassicaceae;Brassicoideae;Hesperodae (III);Euclidieae;Pycnoplinthus;uniflora;BrassiWood/Kasper Hendriks;288324-1;3041492;1196349;ASIA-TROPICAL;W. Himalaya;4;NA;NA;40;NA;NA;WHM;NA;NA;perennial;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519355
S0509;Arabidella trisecta;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Arabidella;trisecta;BrassiWood/Kasper Hendriks;277935-1;3040450;929732;AUSTRALASIA;C. & S. Australia;5;NA;NA;50;NA;NA;NSW, NTA, QLD, SOA, VIC, WAU;NA;NA;subshrub or shrub;desert or dry shrubland;W;NA;NA;NA;NA;SRR22519469
S0612;Oreophyton falcatum;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Oreophytoneae;Oreophyton;falcatum;BrassiWood/Kasper Hendriks;287876-1;3041509;1193303;AFRICA;Ethiopia to EC. & E. Trop. African Mts.;2;NA;NA;23, 24, 25;NA;NA;ETH, KEN, RWA, TAN, UGA, ZAI;NA;NA;perennial;montane tropical;H;NA;NA;NA;NA;SRR22519452
S0624;Cymatocarpus pilosissimus;O.E. Schulz;Brassicaceae;Brassicoideae;Hesperodae (III);Euclidieae;Cymatocarpus;pilosissimus;BrassiWood/Kasper Hendriks;281907-1;5373632;903322;ASIA-TEMPERATE;N. Iran to Turkmenistan and NW. Afghanistan;3;NA;NA;32, 34;NA;NA;AFG, IRN, TKM;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR22519350
S0690;Borodinia macrophylla;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Boechereae;Borodinia;macrophylla;BrassiWood/Kasper Hendriks;279182-1;5376188;868980;ASIA-TEMPERATE;S. Siberia to C. Russian Far East;3;NA;NA;30, 31;NA;NA;BRY, CTA, IRK, KHA;NA;NA;perennial;temperate;H;NA;NA;NA;NA;SRR22519446
S0728;Drabastrum alpestre;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Drabastrum;alpestre;BrassiWood/Kasper Hendriks;76855-3;3042143;1409611;AUSTRALASIA;SE. Australia (S. Dividing Range);5;NA;NA;50;NA;NA;NSW, VIC;NA;NA;subshrub or perennial;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519435
S0742;Robeschia schimperi;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Descurainieae;Robeschia;schimperi;BrassiWood/Kasper Hendriks;288602-1;3054105;496350;ASIA-TEMPERATE;E. Medit. to W. Pakistan;3, 4;NA;NA;34, 40;NA;NA;AFG, IRN, LBS, PAK, PAL, SIN;NA;NA;annual;desert or dry shrubland;H;NA;NA;NA;NA;SRR22519423
S0754;Parodiodoxa chionophila;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Parodiodoxa;chionophila;BrassiWood/Kasper Hendriks;183535-2;3054153;1407363;SOUTHERN AMERICA;NW. Argentina;8;NA;NA;85;NA;NA;AGW;NA;NA;perennial or subshrub;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519339
S0895;Phlegmatospermum cochlearinum;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Phlegmatospermum;cochlearinum;BrassiWood/Kasper Hendriks;288093-1;3050384;1408509;AUSTRALASIA;Southern Australia;5;NA;NA;50;NA;NA;NSW, SOA, WAU;NA;NA;annual;NA;H;NA;NA;NA;NA;SRR22519656
S0896;Harmsiodoxa blennodioides;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Harmsiodoxa;blennodioides;BrassiWood/Kasper Hendriks;284569-1;3041953;1077055;AUSTRALASIA;Central to South East Australia;5;NA;NA;50;NA;NA;NSW, NTA, QLD, SOA, VIC;NA;NA;annual or subshrub;NA;H;NA;NA;NA;NA;SRR22519655
S0946;Scambopus curvipes;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Scambopus;curvipes;BrassiWood/Kasper Hendriks;161610-3;3050737;1451277;AUSTRALASIA;Southern South of Australia;5;NA;NA;50;NA;NA;SOA;NA;NA;annual or subshrub;NA;H;NA;NA;NA;NA;SRR22519645
S0949;Pachymitus cardaminoides;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Pachymitus;cardaminoides;BrassiWood/Kasper Hendriks;154458-3;3040890;1293070;AUSTRALASIA;South Eastern Australia;5;NA;NA;50;NA;NA;NSW, SOA, VIC;NA;NA;annual;NA;H;NA;NA;NA;NA;SRR22519543
S1044;Chilocardamum patagonicum;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Chilocardamum;patagonicum;BrassiWood/Kasper Hendriks;56474-2;3042992;1197673;SOUTHERN AMERICA;S. Argentina;8;NA;NA;85;NA;NA;AGS;NA;NA;perennial or subshrub;subtropical;H;NA;NA;NA;NA;SRR22519424
S1097;Ivania cremnophila;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Ivania;cremnophila;BrassiWood/Kasper Hendriks;130772-2;5374714;1242347;SOUTHERN AMERICA;Chile (Atacama);8;NA;NA;85;NA;NA;CLN;NA;NA;perennial;desert or dry shrubland;H;NA;NA;NA;NA;SRR22519405
S1106;Phlebolobium maclovianum;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Phlebolobium;maclovianum;BrassiWood/Kasper Hendriks;193311-2;3050493;425944;ANTARCTICA;Falkland Is.;9;NA;NA;90;NA;NA;FAL;NA;NA;subshrub;temperate;H;NA;NA;NA;Endangered;SRR22519400
S1118;Ivania cremnophila;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Ivania;cremnophila;BrassiWood/Kasper Hendriks;130772-2;5374714;1242347;SOUTHERN AMERICA;Chile (Atacama);8;NA;NA;85;NA;NA;CLN;NA;NA;perennial;desert or dry shrubland;H;NA;NA;NA;NA;SRR22519514
S1235;Calymmatium draboides;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Alyssopsideae;Calymmatium;draboides;BrassiWood/Kasper Hendriks;279828-1;3047817;903147;ASIA-TEMPERATE;Tadzhikistan (Pamir Mts.);3;NA;NA;32;NA;NA;TZK;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR22519624
S1319;Polypsecadium harmsianum;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Polypsecadium;harmsianum;BrassiWood/Kasper Hendriks;207858-2;3047085;NA;SOUTHERN AMERICA;Bolivia to NW. Argentina;8;NA;NA;83, 85;NA;NA;AGW, BOL;NA;NA;annual or biennial;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519377
S1331;Pseuderucaria clavata;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Pseuderucaria;clavata;BrassiWood/Kasper Hendriks;288202-1;3044713;899632;AFRICA;Egypt to Israel;2, 3;NA;NA;20, 34;NA;NA;ALG, EGY, LBY, PAL, SIN, TUN;NA;NA;annual;desert or dry shrubland;H;NA;NA;NA;NA;SRR22519324
S1365;Rhammatophyllum pachyrhizum;O.E. Schulz;Brassicaceae;Brassicoideae;Hesperodae (III);Euclidieae;Rhammatophyllum;pachyrhizum;BrassiWood/Kasper Hendriks;288567-1;3040770;903310;ASIA-TEMPERATE;E. Kazakhstan;3;NA;NA;32;NA;NA;KAZ;NA;NA;NA;temperate;W;NA;NA;NA;NA;SRR22519314
S1370;Halimolobos lasiolobus;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Halimolobeae;Halimolobos;lasiolobus;BrassiWood/Kasper Hendriks;30235263-2;3047509;1228723;NORTHERN AMERICA;NE. Mexico;7;NA;NA;79;NA;NA;MXE;NA;NA;NA;desert or dry shrubland;H;NA;NA;NA;NA;SRR22519680
S1412;Orychophragmus violaceus;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Orychophragmus;violaceus;BrassiWood/Kasper Hendriks;1075897-2;3041285;359576;ASIA-TEMPERATE;N. & E. China to N. Korea;3;3, 7;NA;36, 38;38, 78;NA;CHI, CHM, CHN, CHS, KOR;JAP, VRG;NA;annual or biennial;temperate;H;NA;NA;NA;NA;SRR22519482
S1460;Alyssopsis mollis;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Alyssopsideae;Alyssopsis;mollis;BrassiWood/Kasper Hendriks;277296-1;3049291;897533;ASIA-TEMPERATE;SE. Transcaucasus to Iran;3;NA;NA;33, 34;NA;NA;IRN, TCS;NA;NA;subshrub;temperate;H;NA;NA;NA;NA;SRR22519618
S1481;Dictyophragmus englerianus;O.E. Schulz;Brassicaceae;Brassicoideae;Brassicodae (II);Thelypodieae;Dictyophragmus;englerianus;BrassiWood/Kasper Hendriks;79990-2;3045611;1451448;SOUTHERN AMERICA;Peru (Arequipa);8;NA;NA;83;NA;NA;PER;NA;NA;annual;seasonally dry tropical;H;NA;NA;NA;NA;SRR22519606
SRR8528376;Hemilophia rockii;O.E. Schulz;Brassicaceae;Brassicoideae;Camelinodae (I);Hemilophieae;Hemilophia;rockii;BrassiToL/Luke Nikolov;284818-1;3047953;933492;ASIA-TEMPERATE;China (SW. Sichuan, E. Yunnan);3;NA;NA;36;NA;NA;CHC;NA;NA;perennial or rhizomatous geophyte;subalpine or subarctic;H;NA;NA;NA;NA;SRR8528376
SRR8528394;Asta schaffneri;O.E. Schulz;Brassicaceae;Brassicoideae;Heliophilodae (V);Asteae;Asta;schaffneri;BrassiToL/Luke Nikolov;22986-2;5373311;316743;NORTHERN AMERICA;Mexico (San Luis Potos√≠);7;NA;NA;79;NA;NA;MXE;NA;NA;subshrub;subtropical;H;NA;NA;NA;NA;SRR8528394
S1052;Paysonia lescurii;O'Kane & Al-Shehbaz;Brassicaceae;Brassicoideae;Camelinodae (I);Physarieae;Paysonia;lescurii;BrassiWood/Kasper Hendriks;1098982-2;3044413;359680;NORTHERN AMERICA;Kentucky to Alabama;7;NA;NA;78;NA;NA;ALA, KTY, TEN;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR22519418
S1381;Arabidopsis halleri;O'Kane & Al-Shehbaz;Brassicaceae;Brassicoideae;Camelinodae (I);Arabidopsideae;Arabidopsis;halleri;BrassiWood/Kasper Hendriks;1106890-2;3052450;490658;EUROPE;C. Europe to Ukraine;1, 3;1;NA;11, 13, 14, 30, 31, 36, 38;11, 12;NA;ALB, AUT, CHM, CZE, GER, ITA, JAP, KAM, KHA, KOR, MAG, POL, PRM, ROM, RUW, SAK, SWI, TAI, UKR, YAK, YUG;BGM, FRA;NA;perennial;temperate;H;scientific;NA;NA;NA;SRR22519673
SRR8528358;Veselskya griffithiana;Opiz;Brassicaceae;Brassicoideae;Hesperodae (III);Anchonieae;Veselskya;griffithiana;BrassiToL/Luke Nikolov;291003-1;3047959;1196765;ASIA-TEMPERATE;S. Afghanistan;3;NA;NA;34;NA;NA;AFG;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR8528358
S1451;Dichasianthus subtilissimus;Ovcz. & Junussov;Brassicaceae;Brassicoideae;Hesperodae (III);Euclidieae;Dichasianthus;subtilissimus;BrassiWood/Kasper Hendriks;907911-1;3044542;1429507;ASIA-TEMPERATE;C. Asia;3;NA;NA;32;NA;NA;KAZ, KGZ, TZK, UZB;NA;NA;annual;temperate;H;NA;NA;NA;NA;SRR22519473
S1100;Aethionema maraschicum;P.H. Davis;Brassicaceae;Aethionemoideae;NA;Aethionemeae;Aethionema;maraschicum;BrassiWood/Kasper Hendriks;NA;3051163;NA;ASIA-TEMPERATE;SC. Türkiye (Maras);3;NA;NA;34;NA;NA;TUR;NA;NA;subshrub;temperate;W;NA;NA;NA;NA;SRR22519403
S1184;Aethionema demirizii;P.H. Davis & Hedge;Brassicaceae;Aethionemoideae;NA;Aethionemeae;Aethionema;demirizii;BrassiWood/Kasper Hendriks;935532-1;3051146;NA;ASIA-TEMPERATE;SC. Türkiye;3;NA;NA;34;NA;NA;TUR;NA;NA;subshrub;subtropical;W;NA;NA;NA;NA;SRR22519498
S1180;Aethionema munzurense;P.H. Davis & Y�ld.;Brassicaceae;Aethionemoideae;NA;Aethionemeae;Aethionema;munzurense;BrassiWood/Kasper Hendriks;935535-1;3051047;NA;ASIA-TEMPERATE;E. Türkiye (Tunceli);3;NA;NA;34;NA;NA;TUR;NA;NA;subshrub;temperate;W;NA;NA;NA;NA;SRR22519502
S0763;Yosemitea repanda;P.J. Alexander & Windham;Brassicaceae;Brassicoideae;Camelinodae (I);Boechereae;Yosemitea;repanda;BrassiWood/Kasper Hendriks;77130731-1;10988944;902758;NORTHERN AMERICA;California to W. Nevada;7;NA;NA;76;NA;NA;CAL, NEV;NA;NA;perennial;temperate;H;NA;NA;NA;NA;SRR22519331
S1366;Sobolewskia sibirica;P.W. Ball;Brassicaceae;Brassicoideae;Brassicodae (II);Thlaspideae;Sobolewskia;sibirica;BrassiWood/Kasper Hendriks;289912-1;3044663;515268;EUROPE;Krym, Caucasus;1;NA;NA;14;NA;NA;KRY;NA;NA;perennial;temperate;H;NA;NA;NA;NA;SRR22519683
S1354;Iberis fontqueri;Pau;Brassicaceae;Brassicoideae;Heliophilodae (V);Iberideae;Iberis;fontqueri;BrassiWood/Kasper Hendriks;285555-1;5377298;514467;EUROPE;S. Spain;1;NA;NA;12;NA;NA;SPA;NA;NA;annual;subtropical;H;NA;NA;NA;NA;SRR22519316
SRR8528385;Scoliaxon mexicanus;Payson;Brassicaceae;Brassicoideae;Heliophilodae (V);Asteae;Scoliaxon;mexicanus;BrassiToL/Luke Nikolov;288880-1;3048824;284718;NORTHERN AMERICA;NE. Mexico;7;NA;NA;79;NA;NA;MXE;NA;NA;NA;desert or dry shrubland;H;NA;NA;NA;NA;SRR8528385
